"","CH","sex","Background","variable","value"
"2027",169,"Male","West","Weight",83
"2028",319,"Male","West","Weight",83
"2029",398,"Male","East","Weight",63
"2030",391,"Male","West","Weight",66
"2031",391,"Male","West","Weight",87
"2032",259,"Male","West","Weight",68
"2033",338,"Male","West","Weight",68
"2034",265,"Male","West","Weight",68
"2035",324,"Male","West","Weight",78
"2036",390,"Male","West","Weight",77
"2037",183,"Male","West","Weight",78
"2038",179,"Male","West","Weight",72
"2039",327,"Male","West","Weight",78
"2040",422,"Male","West","Weight",87
"2041",423,"Male","West","Weight",70
"2042",380,"Male","West","Weight",76
"2043",293,"Male","West","Weight",76
"2044",345,"Male","West","Weight",89
"2045",314,"Male","West","Weight",75
"2046",404,"Male","West","Weight",90
"2047",381,"Male","West","Weight",91
"2048",427,"Male","West","Weight",77
"2049",355,"Male","West","Weight",83
"2050",283,"Male","West","Weight",80
"2051",320,"Male","West","Weight",90
"2052",282,"Male","West","Weight",85
"2053",433,"Male","West","Weight",90
"2054",409,"Male","West","Weight",85
"2055",342,"Male","West","Weight",72
"2056",372,"Male","West","Weight",72
"2057",439,"Male","West","Weight",73
"2058",444,"Male","West","Weight",70
"2059",405,"Male","West","Weight",74
"2060",71,"Male","West","Weight",88
"2061",238,"Male","East","Weight",68
"2062",116,"Male","West","Weight",84
"2063",455,"Male","West","Weight",74
"2064",451,"Male","West","Weight",86
"2065",254,"Male","West","Weight",69
"2066",62,"Male","West","Weight",78
"2067",343,"Male","East","Weight",65
"2068",423,"Male","West","Weight",78
"2069",446,"Male","East","Weight",75
"2070",51,"Male","West","Weight",92
"2071",289,"Male","East","Weight",69
"2072",136,"Male","West","Weight",82
"2073",226,"Male","West","Weight",80
"2074",460,"Male","West","Weight",76
"2075",205,"Male","West","Weight",80
"2076",393,"Male","West","Weight",80
"2077",406,"Male","West","Weight",96
"2078",211,"Male","West","Weight",85
"2079",468,"Male","East","Weight",75
"2080",268,"Male","West","Weight",85
"2081",482,"Male","West","Weight",67
"2082",402,"Male","West","Weight",76
"2083",47,"Male","West","Weight",89
"2084",343,"Male","East","Weight",65
"2085",466,"Male","West","Weight",76
"2086",465,"Male","West","Weight",79
"2087",388,"Male","West","Weight",85
"2088",115,"Male","West","Weight",79
"2089",8,"Male","West","Weight",76
"2090",492,"Male","West","Weight",77
"2091",206,"Male","West","Weight",83
"2092",353,"Male","West","Weight",83
"2093",472,"Male","West","Weight",80
"2094",461,"Male","West","Weight",70
"2095",242,"Male","West","Weight",85
"2096",341,"Male","West","Weight",80
"2097",491,"Male","West","Weight",68
"2098",477,"Male","West","Weight",74
"2099",157,"Male","West","Weight",80
"2100",160,"Male","West","Weight",82
"2101",355,"Male","West","Weight",72
"2102",408,"Male","West","Weight",84
"2103",13,"Male","West","Weight",71
"2104",508,"Male","West","Weight",71
"2105",386,"Male","West","Weight",83
"2106",39,"Male","West","Weight",86
"2107",390,"Male","West","Weight",70
"2108",482,"Male","West","Weight",80
"2109",513,"Male","West","Weight",70
"2110",415,"Male","West","Weight",77
"2111",40,"Male","West","Weight",83
"2112",430,"Male","East","Weight",70
"2113",220,"Male","West","Weight",77
"2114",174,"Male","West","Weight",90
"2115",409,"Male","West","Weight",73
"2116",409,"Male","West","Weight",70
"2117",524,"Male","West","Weight",77
"2118",501,"Male","West","Weight",80
"2119",454,"Male","West","Weight",73
"2120",375,"Male","West","Weight",75
"2121",98,"Male","East","Weight",88
"2122",423,"Male","West","Weight",86
"2123",480,"Male","West","Weight",78
"2124",456,"Male","West","Weight",82
"2125",385,"Male","East","Weight",69
"2126",491,"Male","West","Weight",83
"2127",171,"Male","West","Weight",75
"2128",313,"Male","West","Weight",96
"2129",70,"Male","West","Weight",74
"2130",354,"Male","West","Weight",78
"2131",450,"Male","West","Weight",75
"2132",496,"Male","West","Weight",77
"2133",328,"Male","East","Weight",83
"2134",539,"Male","West","Weight",81
"2135",553,"Male","West","Weight",70
"2136",381,"Male","West","Weight",90
"2137",502,"Male","West","Weight",77
"2138",558,"Male","West","Weight",75
"2139",301,"Male","West","Weight",72
"2140",119,"Male","West","Weight",91
"2141",278,"Male","East","Weight",74
"2142",306,"Male","West","Weight",80
"2143",398,"Male","West","Weight",83
"2144",243,"Male","West","Weight",75
"2145",472,"Male","West","Weight",80
"2146",568,"Male","East","Weight",72
"2147",536,"Male","West","Weight",86
"2148",570,"Male","West","Weight",78
"2149",522,"Male","West","Weight",82
"2150",543,"Male","West","Weight",71
"2151",508,"Male","West","Weight",75
"2152",565,"Male","West","Weight",84
"2153",567,"Male","West","Weight",78
"2154",576,"Male","East","Weight",73
"2155",561,"Male","West","Weight",73
"2156",287,"Male","West","Weight",68
"2157",552,"Male","West","Weight",88
"2158",563,"Male","West","Weight",73
"2159",584,"Male","West","Weight",68
"2160",349,"Male","West","Weight",70
"2161",590,"Male","West","Weight",75
"2162",585,"Male","West","Weight",73
"2163",492,"Male","East","Weight",75
"2164",568,"Male","West","Weight",81
"2165",150,"Male","West","Weight",86
"2166",442,"Male","West","Weight",74
"2167",598,"Male","West","Weight",93
"2168",339,"Male","West","Weight",80
"2169",574,"Male","West","Weight",80
"2170",591,"Male","West","Weight",71
"2171",599,"Male","West","Weight",73
"2172",600,"Male","West","Weight",70
"2173",585,"Male","West","Weight",73
"2174",495,"Male","West","Weight",70
"2175",454,"Male","West","Weight",75
"2176",427,"Male","West","Weight",70
"2177",611,"Male","West","Weight",80
"2178",285,"Male","West","Weight",78
"2179",2,"Male","West","Weight",84
"2180",349,"Male","West","Weight",77
"2181",523,"Male","West","Weight",73
"2182",7,"Male","West","Weight",81
"2183",601,"Male","East","Weight",60
"2184",332,"Male","West","Weight",91
"2185",497,"Male","West","Weight",80
"2186",518,"Male","East","Weight",64
"2187",625,"Male","West","Weight",80
"2188",623,"Male","West","Weight",83
"2189",426,"Male","East","Weight",75
"2190",442,"Male","West","Weight",78
"2191",589,"Male","West","Weight",76
"2192",538,"Male","West","Weight",78
"2193",635,"Male","West","Weight",85
"2194",394,"Male","West","Weight",82
"2195",518,"Male","West","Weight",78
"2196",638,"Male","West","Weight",89
"2197",489,"Male","West","Weight",68
"2198",574,"Male","West","Weight",81
"2199",386,"Male","West","Weight",80
"2200",470,"Male","West","Weight",82
"2201",503,"Male","West","Weight",80
"2202",645,"Male","West","Weight",80
"2203",631,"Male","West","Weight",85
"2204",494,"Male","West","Weight",92
"2205",519,"Male","West","Weight",82
"2206",135,"Male","West","Weight",75
"2207",259,"Male","West","Weight",82
"2208",650,"Male","West","Weight",68
"2209",258,"Male","West","Weight",75
"2210",530,"Male","West","Weight",72
"2211",538,"Male","West","Weight",68
"2212",458,"Male","West","Weight",75
"2213",56,"Male","West","Weight",78
"2214",332,"Male","West","Weight",72
"2215",663,"Male","East","Weight",76
"2216",198,"Male","West","Weight",77
"2217",666,"Male","West","Weight",80
"2218",103,"Male","West","Weight",72
"2219",566,"Male","West","Weight",68
"2220",530,"Male","West","Weight",80
"2221",641,"Male","West","Weight",78
"2222",558,"Male","West","Weight",82
"2223",392,"Male","West","Weight",80
"2224",217,"Male","West","Weight",71
"2225",617,"Male","East","Weight",70
"2226",194,"Male","West","Weight",82
"2227",264,"Male","West","Weight",78
"2228",461,"Male","West","Weight",63
"2229",679,"Male","West","Weight",84
"2230",538,"Male","West","Weight",74
"2231",479,"Male","West","Weight",80
"2232",685,"Male","West","Weight",78
"2233",279,"Male","West","Weight",80
"2234",688,"Male","West","Weight",76
"2235",132,"Male","West","Weight",96
"2236",62,"Male","West","Weight",98
"2237",558,"Male","West","Weight",72
"2238",535,"Male","West","Weight",84
"2239",569,"Male","West","Weight",75
"2240",434,"Male","East","Weight",80
"2241",201,"Male","West","Weight",85
"2242",582,"Male","West","Weight",82
"2243",637,"Male","West","Weight",80
"2244",692,"Male","West","Weight",85
"2245",691,"Male","West","Weight",84
"2246",693,"Male","West","Weight",77
"2247",595,"Male","West","Weight",94
"2248",145,"Male","West","Weight",97
"2249",540,"Male","West","Weight",80
"2250",635,"Male","West","Weight",89
"2251",188,"Male","West","Weight",79
"2252",50,"Male","West","Weight",77
"2253",688,"Male","West","Weight",70
"2254",508,"Male","East","Weight",62
"2255",48,"Male","West","Weight",75
"2256",719,"Male","West","Weight",82
"2257",699,"Male","West","Weight",83
"2258",455,"Male","West","Weight",70
"2259",602,"Male","West","Weight",70
"2260",563,"Male","West","Weight",72
"2261",672,"Male","West","Weight",79
"2262",721,"Male","West","Weight",66
"2263",531,"Male","East","Weight",75
"2264",436,"Male","West","Weight",82
"2265",576,"Male","East","Weight",80
"2266",644,"Male","West","Weight",95
"2267",445,"Male","West","Weight",83
"2268",695,"Male","West","Weight",73
"2269",529,"Male","West","Weight",84
"2270",377,"Male","West","Weight",85
"2271",664,"Male","West","Weight",75
"2272",624,"Male","West","Weight",85
"2273",587,"Male","East","Weight",77
"2274",33,"Male","East","Weight",79
"2275",751,"Male","West","Weight",69
"2276",733,"Male","West","Weight",70
"2277",568,"Male","West","Weight",68
"2278",226,"Male","West","Weight",85
"2279",202,"Male","West","Weight",77
"2280",532,"Male","West","Weight",80
"2281",762,"Male","West","Weight",84
"2282",328,"Male","West","Weight",80
"2283",763,"Male","East","Weight",70
"2284",359,"Male","West","Weight",78
"2285",378,"Male","East","Weight",72
"2286",773,"Male","West","Weight",80
"2287",689,"Male","West","Weight",77
"2288",159,"Male","West","Weight",74
"2289",775,"Male","West","Weight",85
"2290",602,"Male","West","Weight",70
"2291",390,"Male","West","Weight",81
"2292",641,"Male","West","Weight",88
"2293",684,"Male","West","Weight",84
"2294",676,"Male","West","Weight",78
"2295",795,"Male","East","Weight",64
"2296",796,"Male","West","Weight",63
"2297",610,"Male","East","Weight",68
"2298",261,"Male","East","Weight",77
"2299",356,"Male","West","Weight",80
"2300",804,"Male","West","Weight",80
"2301",804,"Male","West","Weight",75
"2302",531,"Male","West","Weight",84
"2303",640,"Male","West","Weight",74
"2304",803,"Male","East","Weight",79
"2305",756,"Male","West","Weight",73
"2306",661,"Male","West","Weight",74
"2307",20,"Male","West","Weight",82
"2308",387,"Male","West","Weight",80
"2309",823,"Male","East","Weight",75
"2310",618,"Male","West","Weight",80
"2311",202,"Male","West","Weight",80
"2312",777,"Male","West","Weight",78
"2313",466,"Male","West","Weight",81
"2314",742,"Male","West","Weight",76
"2315",829,"Male","West","Weight",80
"2316",161,"Male","West","Weight",104
"2317",445,"Male","West","Weight",88
"2318",825,"Male","East","Weight",78
"2319",706,"Male","West","Weight",85
"2320",743,"Male","West","Weight",77
"2321",837,"Male","West","Weight",86
"2322",9,"Male","West","Weight",86
"2323",279,"Male","West","Weight",70
"2324",14,"Male","West","Weight",94
"2325",847,"Male","East","Weight",70
"2326",838,"Male","West","Weight",70
"2327",200,"Male","West","Weight",73
"2328",298,"Male","East","Weight",80
"2329",245,"Male","West","Weight",68
"2330",638,"Male","East","Weight",65
"2331",514,"Male","East","Weight",68
"2332",348,"Male","West","Weight",75
"2333",230,"Male","West","Weight",85
"2334",680,"Male","West","Weight",92
"2335",255,"Male","West","Weight",80
"2336",503,"Male","West","Weight",76
"2337",820,"Male","West","Weight",88
"2338",786,"Male","West","Weight",81
"2339",559,"Male","West","Weight",77
"2340",487,"Male","West","Weight",72
"2341",885,"Male","West","Weight",81
"2342",146,"Male","West","Weight",80
"2343",887,"Male","West","Weight",76
"2344",733,"Male","West","Weight",78
"2345",239,"Male","West","Weight",60
"2346",598,"Male","West","Weight",88
"2347",679,"Male","East","Weight",81
"2348",438,"Male","West","Weight",84
"2349",813,"Male","West","Weight",80
"2350",360,"Male","West","Weight",72
"2351",174,"Male","West","Weight",86
"2352",898,"Male","West","Weight",78
"2353",872,"Male","West","Weight",82
"2354",676,"Male","West","Weight",68
"2355",522,"Male","West","Weight",73
"2356",760,"Male","West","Weight",64
"2357",906,"Male","West","Weight",86
"2358",892,"Male","West","Weight",70
"2359",908,"Male","West","Weight",95
"2360",812,"Male","West","Weight",68
"2361",871,"Male","West","Weight",81
"2362",214,"Male","West","Weight",80
"2363",912,"Male","West","Weight",86
"2364",235,"Male","West","Weight",75
"2365",484,"Male","West","Weight",81
"2366",12,"Male","West","Weight",74
"2367",393,"Male","West","Weight",70
"2368",487,"Male","West","Weight",78
"2369",887,"Male","West","Weight",85
"2370",879,"Male","East","Weight",70
"2371",623,"Male","West","Weight",92
"2372",929,"Male","East","Weight",67
"2373",787,"Male","West","Weight",75
"2374",749,"Male","West","Weight",85
"2375",737,"Male","West","Weight",80
"2376",756,"Male","West","Weight",75
"2377",886,"Male","East","Weight",77
"2378",941,"Male","West","Weight",78
"2379",219,"Male","West","Weight",85
"2380",365,"Male","East","Weight",75
"2381",229,"Male","West","Weight",82
"2382",605,"Male","West","Weight",71
"2383",914,"Male","West","Weight",70
"2384",592,"Male","West","Weight",80
"2385",676,"Male","West","Weight",82
"2386",42,"Male","West","Weight",100
"2387",957,"Male","West","Weight",77
"2388",956,"Male","West","Weight",86
"2389",660,"Male","West","Weight",77
"2390",574,"Male","East","Weight",68
"2391",958,"Male","East","Weight",65
"2392",957,"Male","West","Weight",80
"2393",609,"Male","West","Weight",86
"2394",540,"Male","West","Weight",77
"2395",560,"Male","West","Weight",74
"2396",575,"Male","West","Weight",74
"2397",21,"Male","West","Weight",89
"2398",83,"Male","East","Weight",75
"2399",693,"Male","East","Weight",80
"2400",813,"Male","West","Weight",82
"2401",465,"Male","West","Weight",70
"2402",694,"Male","West","Weight",72
"2403",726,"Male","West","Weight",80
"2404",913,"Male","East","Weight",66
"2405",686,"Male","West","Weight",89
"2406",844,"Male","West","Weight",70
"2407",980,"Male","West","Weight",84
"2408",65,"Male","West","Weight",79
"2409",335,"Male","East","Weight",75
"2410",455,"Male","West","Weight",74
"2411",449,"Male","West","Weight",80
"2412",468,"Male","West","Weight",78
"2413",287,"Male","East","Weight",74
"2414",68,"Male","West","Weight",75
"2415",395,"Male","East","Weight",80
"2416",996,"Male","East","Weight",78
"2417",555,"Male","West","Weight",68
"2418",1010,"Male","West","Weight",85
